# Time-averaged data for fix rdf_fix
# TimeStep Number-of-rows
# Row c_rdfOO[1] c_rdfOO[2] c_rdfOO[3] c_rdfOH[1] c_rdfOH[2] c_rdfOH[3]
10000 100
77 9.41654 1.10896 78.192 9.41654 1.12071 156.098
78 9.53963 1.15541 81 9.53963 1.1559 161.722
79 9.66272 1.09408 83.728 9.66272 1.16149 167.52
80 9.78581 1.12538 86.606 9.78581 1.15707 173.444
81 9.90891 1.12505 89.556 9.90891 1.10621 179.251
82 10.032 1.11696 92.558 10.032 1.13852 185.377
83 10.1551 1.10675 95.606 10.1551 1.12977 191.606
84 10.2782 1.19737 98.984 10.2782 1.1266 197.969
85 10.4013 1.10067 102.164 10.4013 1.08885 204.267
86 10.5244 1.14742 105.558 10.5244 1.12922 210.954
87 10.6475 1.15606 109.058 10.6475 1.11019 217.683
88 10.7706 1.11429 112.51 10.7706 1.11189 224.579
89 10.8936 1.12333 116.07 10.8936 1.10266 231.575
90 11.0167 1.07862 119.566 11.0167 1.10667 238.756
91 11.1398 1.11527 123.262 11.1398 1.13149 246.263
92 11.2629 1.05383 126.832 11.2629 1.11072 253.796
93 11.386 1.07103 130.54 11.386 1.08381 261.308
94 11.5091 1.11156 134.472 11.5091 1.07911 268.95
95 11.6322 1.05163 138.272 11.6322 1.07574 276.732
96 11.7553 1.07146 142.226 11.7553 1.07255 284.656
97 11.8784 1.10297 146.382 11.8784 1.08199 292.818
98 12.0015 1.10958 150.65 12.0015 1.06913 301.051
99 12.1246 1.04947 154.77 12.1246 1.08214 309.556
100 12.2477 1.0809 159.1 12.2477 1.06299 318.081
10500 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0547416 0.007
14 1.66174 0 0 1.66174 1.46842 0.226
15 1.78483 0 0 1.78483 3.26081 0.787
16 1.90793 0 0 1.90793 2.70625 1.319
17 2.03102 0 0 2.03102 1.21658 1.59
18 2.15411 0 0 2.15411 0.562724 1.731
19 2.2772 0 0 2.2772 0.264273 1.805
20 2.40029 0 0 2.40029 0.189652 1.864
21 2.52339 0.605585 0.104 2.52339 0.183239 1.927
22 2.64648 4.37281 0.93 2.64648 0.370206 2.067
23 2.76957 6.31309 2.236 2.76957 0.784725 2.392
24 2.89266 4.0591 3.152 2.89266 1.43432 3.04
25 3.01575 1.53296 3.528 3.01575 2.36842 4.203
26 3.13885 1.00864 3.796 3.13885 2.80669 5.696
27 3.26194 0.717892 4.002 3.26194 2.51533 7.141
28 3.38503 0.770192 4.24 3.38503 2.22744 8.519
29 3.50812 0.964164 4.56 3.50812 1.90082 9.782
30 3.63121 1.10239 4.952 3.63121 1.66458 10.967
31 3.75431 1.31017 5.45 3.75431 1.45341 12.073
32 3.8774 1.55388 6.08 3.8774 1.44761 13.248
33 4.00049 1.6173 6.778 4.00049 1.41661 14.472
34 4.12358 1.67048 7.544 4.12358 1.42154 15.777
35 4.24667 1.69431 8.368 4.24667 1.44818 17.187
36 4.36977 1.70119 9.244 4.36977 1.46184 18.694
37 4.49286 1.79664 10.222 4.49286 1.52323 20.354
38 4.61595 1.82393 11.27 4.61595 1.42743 21.996
39 4.73904 1.61484 12.248 4.73904 1.42518 23.724
40 4.86213 1.61568 13.278 4.86213 1.45422 25.58
41 4.98523 1.54583 14.314 4.98523 1.40864 27.47
42 5.10832 1.35002 15.264 5.10832 1.44521 29.506
43 5.23141 1.25472 16.19 5.23141 1.37056 31.531
44 5.3545 1.26755 17.17 5.3545 1.43748 33.756
45 5.47759 1.12965 18.084 5.47759 1.34397 35.933
46 5.60069 1.17985 19.082 5.60069 1.38062 38.271
47 5.72378 1.05041 20.01 5.72378 1.32697 40.618
48 5.84687 1.18889 21.106 5.84687 1.25597 42.936
49 5.96996 1.16118 22.222 5.96996 1.23538 45.313
50 6.09305 1.34248 23.566 6.09305 1.24834 47.815
51 6.21615 1.35319 24.976 6.21615 1.28424 50.494
52 6.33924 1.24947 26.33 6.33924 1.23624 53.176
53 6.46233 1.39946 27.906 6.46233 1.28318 56.069
54 6.58542 1.40065 29.544 6.58542 1.26599 59.033
55 6.70851 1.3283 31.156 6.70851 1.29404 62.177
56 6.83161 1.3921 32.908 6.83161 1.25537 65.34
57 6.9547 1.31566 34.624 6.9547 1.3109 68.763
58 7.07779 1.34729 36.444 7.07779 1.27088 72.2
59 7.20088 1.2959 38.256 7.20088 1.26388 75.738
60 7.32397 1.20984 40.006 7.32397 1.27286 79.424
61 7.44707 1.24373 41.866 7.44707 1.26253 83.204
62 7.57016 1.14408 43.634 7.57016 1.2273 87.001
63 7.69325 1.16416 45.492 7.69325 1.25031 90.996
64 7.81634 1.19819 47.466 7.81634 1.24035 95.087
65 7.93943 1.17309 49.46 7.93943 1.19866 99.166
66 8.06253 1.14325 51.464 8.06253 1.1877 103.334
67 8.18562 1.24749 53.718 8.18562 1.19704 107.664
68 8.30871 1.16353 55.884 8.30871 1.17256 112.034
69 8.4318 1.23517 58.252 8.4318 1.15968 116.485
70 8.55489 1.18874 60.598 8.55489 1.14174 120.996
71 8.67799 1.1976 63.03 8.67799 1.16763 125.743
72 8.80108 1.15189 65.436 8.80108 1.17107 130.64
73 8.92417 1.14082 67.886 8.92417 1.17248 135.681
74 9.04726 1.21782 70.574 9.04726 1.1503 140.764
75 9.17035 1.16594 73.218 9.17035 1.16918 146.072
76 9.29345 1.12582 75.84 9.29345 1.153 151.448
77 9.41654 1.12418 78.528 9.41654 1.13893 156.9
78 9.53963 1.16382 81.384 9.53963 1.14454 162.523
79 9.66272 1.10178 84.158 9.66272 1.13957 168.267
80 9.78581 1.14317 87.11 9.78581 1.12752 174.096
81 9.90891 1.0802 89.97 9.90891 1.11383 180
82 10.032 1.14303 93.072 10.032 1.11317 186.048
83 10.1551 1.086 96.092 10.1551 1.11688 192.266
84 10.2782 1.12544 99.298 10.2782 1.12203 198.665
85 10.4013 1.149 102.65 10.4013 1.11806 205.195
86 10.5244 1.15308 106.094 10.5244 1.10929 211.828
87 10.6475 1.07947 109.394 10.6475 1.13493 218.774
88 10.7706 1.15148 112.996 10.7706 1.11632 225.765
89 10.8936 1.12373 116.592 10.8936 1.12199 232.953
90 11.0167 1.12382 120.27 11.0167 1.09309 240.115
91 11.1398 1.1057 123.97 11.1398 1.10847 247.541
92 11.2629 1.06821 127.624 11.2629 1.0778 254.922
93 11.386 1.08472 131.416 11.386 1.08863 262.541
94 11.5091 1.05828 135.196 11.5091 1.06617 270.165
95 11.6322 1.03874 138.986 11.6322 1.09616 278.172
96 11.7553 1.07614 142.996 11.7553 1.10335 286.403
97 11.8784 1.10599 147.204 11.8784 1.05434 294.434
98 12.0015 1.08857 151.432 12.0015 1.07565 302.798
99 12.1246 1.08474 155.732 12.1246 1.07673 311.343
100 12.2477 1.06256 160.03 12.2477 1.07076 320.014
10600 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0310333 0.004
14 1.66174 0 0 1.66174 1.38362 0.212
15 1.78483 0 0 1.78483 3.3042 0.785
16 1.90793 0 0 1.90793 2.45269 1.271
17 2.03102 0 0 2.03102 1.33165 1.57
18 2.15411 0 0 2.15411 0.597864 1.721
19 2.2772 0 0 2.2772 0.294068 1.804
20 2.40029 0 0 2.40029 0.15945 1.854
21 2.52339 0.415932 0.072 2.52339 0.18756 1.919
22 2.64648 4.39071 0.908 2.64648 0.369899 2.06
23 2.76957 6.02334 2.164 2.76957 0.680301 2.344
24 2.89266 3.92146 3.056 2.89266 1.37685 2.971
25 3.01575 1.7716 3.494 3.01575 2.29714 4.108
26 3.13885 0.955846 3.75 3.13885 2.72293 5.568
27 3.26194 0.746783 3.966 3.26194 2.51615 7.025
28 3.38503 0.731991 4.194 3.38503 2.26915 8.44
29 3.50812 0.902728 4.496 3.50812 1.91563 9.723
30 3.63121 1.16062 4.912 3.63121 1.63468 10.896
31 3.75431 1.31024 5.414 3.75431 1.5462 12.082
32 3.8774 1.49264 6.024 3.8774 1.46915 13.284
33 4.00049 1.44818 6.654 4.00049 1.46396 14.559
34 4.12358 1.75678 7.466 4.12358 1.33248 15.792
35 4.24667 1.69314 8.296 4.24667 1.3715 17.138
36 4.36977 1.90737 9.286 4.36977 1.46278 18.658
37 4.49286 1.81887 10.284 4.49286 1.43562 20.235
38 4.61595 1.76115 11.304 4.61595 1.41096 21.871
39 4.73904 1.68068 12.33 4.73904 1.42699 23.615
40 4.86213 1.51886 13.306 4.86213 1.42639 25.45
41 4.98523 1.45366 14.288 4.98523 1.40119 27.345
42 5.10832 1.33088 15.232 5.10832 1.43518 29.383
43 5.23141 1.28512 16.188 5.23141 1.3953 31.461
44 5.3545 1.16769 17.098 5.3545 1.44021 33.708
45 5.47759 1.13542 18.024 5.47759 1.38295 35.966
46 5.60069 1.1189 18.978 5.60069 1.30935 38.201
47 5.72378 1.08028 19.94 5.72378 1.30693 40.531
48 5.84687 1.12137 20.982 5.84687 1.30086 42.951
49 5.96996 1.23044 22.174 5.96996 1.21942 45.316
50 6.09305 1.30808 23.494 6.09305 1.25479 47.851
51 6.21615 1.24155 24.798 6.21615 1.26266 50.506
52 6.33924 1.36592 26.29 6.33924 1.23057 53.197
53 6.46233 1.3461 27.818 6.46233 1.25762 56.055
54 6.58542 1.38786 29.454 6.58542 1.28308 59.083
55 6.70851 1.44531 31.222 6.70851 1.2642 62.179
56 6.83161 1.45834 33.072 6.83161 1.2982 65.476
57 6.9547 1.38283 34.89 6.9547 1.27013 68.819
58 7.07779 1.2103 36.538 7.07779 1.25788 72.248
59 7.20088 1.21469 38.25 7.20088 1.28861 75.884
60 7.32397 1.21398 40.02 7.32397 1.24086 79.506
61 7.44707 1.26308 41.924 7.44707 1.24425 83.261
62 7.57016 1.22234 43.828 7.57016 1.27467 87.236
63 7.69325 1.12138 45.632 7.69325 1.22148 91.17
64 7.81634 1.13933 47.524 7.81634 1.1821 95.1
65 7.93943 1.16964 49.528 7.93943 1.19996 99.216
66 8.06253 1.14439 51.55 8.06253 1.16784 103.347
67 8.18562 1.14098 53.628 8.18562 1.17165 107.619
68 8.30871 1.21081 55.9 8.30871 1.18272 112.062
69 8.4318 1.15398 58.13 8.4318 1.15697 116.538
70 8.55489 1.19642 60.51 8.55489 1.15404 121.134
71 8.67799 1.1637 62.892 8.67799 1.18059 125.972
72 8.80108 1.16652 65.348 8.80108 1.15871 130.856
73 8.92417 1.19647 67.938 8.92417 1.16066 135.886
74 9.04726 1.19739 70.602 9.04726 1.16005 141.053
75 9.17035 1.17684 73.292 9.17035 1.16277 146.374
76 9.29345 1.21573 76.146 9.29345 1.13983 151.731
77 9.41654 1.13188 78.874 9.41654 1.14152 157.239
78 9.53963 1.13196 81.674 9.53963 1.15123 162.94
79 9.66272 1.08912 84.438 9.66272 1.1585 168.826
80 9.78581 1.08187 87.254 9.78581 1.12493 174.688
81 9.90891 1.10163 90.194 9.90891 1.11756 180.659
82 10.032 1.12886 93.282 10.032 1.10199 186.694
83 10.1551 1.08168 96.314 10.1551 1.09967 192.865
84 10.2782 1.15135 99.62 10.2782 1.12724 199.345
85 10.4013 1.13787 102.966 10.4013 1.10751 205.865
86 10.5244 1.1599 106.458 10.5244 1.10963 212.553
87 10.6475 1.11182 109.884 10.6475 1.10974 219.399
88 10.7706 1.09734 113.344 10.7706 1.09909 226.337
89 10.8936 1.08198 116.834 10.8936 1.11589 233.543
90 11.0167 1.10098 120.466 11.0167 1.10548 240.844
91 11.1398 1.07263 124.084 11.1398 1.0954 248.241
92 11.2629 1.06034 127.74 11.2629 1.08868 255.756
93 11.386 1.0977 131.608 11.386 1.08569 263.415
94 11.5091 1.10101 135.572 11.5091 1.08631 271.245
95 11.6322 1.08544 139.564 11.6322 1.06371 279.077
96 11.7553 1.082 143.628 11.7553 1.06576 287.091
97 11.8784 1.06908 147.728 11.8784 1.07257 295.326
98 12.0015 1.07996 151.956 12.0015 1.09278 303.891
99 12.1246 1.07966 156.27 12.1246 1.06796 312.434
100 12.2477 1.10418 160.772 12.2477 1.05958 321.083
10700 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0537186 0.007
14 1.66174 0 0 1.66174 1.24358 0.196
15 1.78483 0 0 1.78483 3.19988 0.757
16 1.90793 0 0 1.90793 2.5808 1.274
17 2.03102 0 0 2.03102 1.25111 1.558
18 2.15411 0 0 2.15411 0.654034 1.725
19 2.2772 0 0 2.2772 0.269848 1.802
20 2.40029 0 0 2.40029 0.148256 1.849
21 2.52339 0.445701 0.078 2.52339 0.165544 1.907
22 2.64648 4.05212 0.858 2.64648 0.384047 2.055
23 2.76957 6.10973 2.146 2.76957 0.767692 2.379
24 2.89266 3.94846 3.054 2.89266 1.45964 3.051
25 3.01575 1.77637 3.498 3.01575 2.25821 4.181
26 3.13885 0.938081 3.752 3.13885 2.62142 5.602
27 3.26194 0.745514 3.97 3.26194 2.4615 7.043
28 3.38503 0.939986 4.266 3.38503 2.21754 8.441
29 3.50812 0.946147 4.586 3.50812 1.91108 9.735
30 3.63121 0.932768 4.924 3.63121 1.65001 10.932
31 3.75431 1.29601 5.426 3.75431 1.47654 12.077
32 3.8774 1.3893 6 3.8774 1.42781 13.258
33 4.00049 1.63255 6.718 4.00049 1.42308 14.511
34 4.12358 1.65211 7.49 4.12358 1.42491 15.844
35 4.24667 1.79583 8.38 4.24667 1.43522 17.268
36 4.36977 1.79899 9.324 4.36977 1.40691 18.746
37 4.49286 1.77388 10.308 4.49286 1.40652 20.308
38 4.61595 1.68054 11.292 4.61595 1.43318 21.988
39 4.73904 1.6754 12.326 4.73904 1.40097 23.719
40 4.86213 1.49005 13.294 4.86213 1.38937 25.526
41 4.98523 1.49059 14.312 4.98523 1.43498 27.488
42 5.10832 1.27459 15.226 5.10832 1.3792 29.468
43 5.23141 1.27383 16.184 5.23141 1.42465 31.613
44 5.3545 1.21086 17.138 5.3545 1.39097 33.807
45 5.47759 1.16918 18.102 5.47759 1.39277 36.106
46 5.60069 1.12067 19.068 5.60069 1.30499 38.358
47 5.72378 1.17074 20.122 5.72378 1.28775 40.679
48 5.84687 1.09003 21.146 5.84687 1.2777 43.082
49 5.96996 1.15174 22.274 5.96996 1.24545 45.524
50 6.09305 1.21938 23.518 6.09305 1.22354 48.023
51 6.21615 1.21865 24.812 6.21615 1.21038 50.596
52 6.33924 1.39637 26.354 6.33924 1.2362 53.329
53 6.46233 1.45522 28.024 6.46233 1.24397 56.187
54 6.58542 1.27881 29.548 6.58542 1.27376 59.226
55 6.70851 1.46358 31.358 6.70851 1.29329 62.428
56 6.83161 1.41287 33.17 6.83161 1.30513 65.779
57 6.9547 1.32268 34.928 6.9547 1.25897 69.129
58 7.07779 1.32792 36.756 7.07779 1.30845 72.735
59 7.20088 1.23378 38.514 7.20088 1.32124 76.504
60 7.32397 1.1601 40.224 7.32397 1.22976 80.133
61 7.44707 1.2218 42.086 7.44707 1.24484 83.931
62 7.57016 1.19256 43.964 7.57016 1.20627 87.734
63 7.69325 1.18052 45.884 7.69325 1.20514 91.658
64 7.81634 1.19367 47.888 7.81634 1.20467 95.707
65 7.93943 1.15117 49.882 7.93943 1.19731 99.859
66 8.06253 1.15436 51.944 8.06253 1.15572 103.992
67 8.18562 1.16226 54.084 8.18562 1.14998 108.231
68 8.30871 1.12281 56.214 8.30871 1.14644 112.585
69 8.4318 1.13838 58.438 8.4318 1.16665 117.148
70 8.55489 1.22122 60.894 8.55489 1.15716 121.807
71 8.67799 1.1472 63.268 8.67799 1.16222 126.622
72 8.80108 1.136 65.686 8.80108 1.13135 131.443
73 8.92417 1.13139 68.162 8.92417 1.13482 136.415
74 9.04726 1.13993 70.726 9.04726 1.14634 141.577
75 9.17035 1.19262 73.482 9.17035 1.16311 146.958
76 9.29345 1.21854 76.374 9.29345 1.15503 152.446
77 9.41654 1.136 79.142 9.41654 1.14225 158.018
78 9.53963 1.10928 81.916 9.53963 1.11596 163.605
79 9.66272 1.14122 84.844 9.66272 1.1282 169.4
80 9.78581 1.09901 87.736 9.78581 1.15144 175.466
81 9.90891 1.12673 90.776 9.90891 1.13504 181.597
82 10.032 1.10069 93.82 10.032 1.14601 187.942
83 10.1551 1.10664 96.956 10.1551 1.09654 194.163
84 10.2782 1.10854 100.174 10.2782 1.08953 200.495
85 10.4013 1.13493 103.548 10.4013 1.10254 207.057
86 10.5244 1.11314 106.936 10.5244 1.08675 213.679
87 10.6475 1.10809 110.388 10.6475 1.08213 220.428
88 10.7706 1.10048 113.896 10.7706 1.11442 227.54
89 10.8936 1.08434 117.432 10.8936 1.10424 234.749
90 11.0167 1.06264 120.976 11.0167 1.08434 241.989
91 11.1398 1.09559 124.712 11.1398 1.11061 249.571
92 11.2629 1.13259 128.66 11.2629 1.10552 257.286
93 11.386 1.09083 132.546 11.386 1.08988 265.059
94 11.5091 1.06872 136.436 11.5091 1.08412 272.959
95 11.6322 1.06505 140.396 11.6322 1.05472 280.81
96 11.7553 1.08131 144.502 11.7553 1.09299 289.119
97 11.8784 1.13175 148.89 11.8784 1.06839 297.412
98 12.0015 1.07733 153.154 12.0015 1.05025 305.734
99 12.1246 1.06398 157.452 12.1246 1.06836 314.374
100 12.2477 1.033 161.71 12.2477 1.05256 323.06
10800 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0833013 0.011
14 1.66174 0 0 1.66174 1.39599 0.226
15 1.78483 0 0 1.78483 3.17455 0.79
16 1.90793 0 0 1.90793 2.58616 1.315
17 2.03102 0 0 2.03102 1.14766 1.579
18 2.15411 0 0 2.15411 0.529465 1.716
19 2.2772 0 0 2.2772 0.314704 1.807
20 2.40029 0 0 2.40029 0.161864 1.859
21 2.52339 0.552596 0.098 2.52339 0.23659 1.943
22 2.64648 4.39853 0.956 2.64648 0.30216 2.061
23 2.76957 5.98232 2.234 2.76957 0.757564 2.385
24 2.89266 3.70756 3.098 2.89266 1.42752 3.051
25 3.01575 1.75293 3.542 3.01575 2.2087 4.171
26 3.13885 0.801792 3.762 3.13885 2.83805 5.73
27 3.26194 0.857167 4.016 3.26194 2.37002 7.136
28 3.38503 0.614212 4.212 3.38503 2.16794 8.521
29 3.50812 1.00369 4.556 3.50812 1.88732 9.816
30 3.63121 1.04029 4.938 3.63121 1.59288 10.987
31 3.75431 1.19739 5.408 3.75431 1.55377 12.208
32 3.8774 1.46651 6.022 3.8774 1.30757 13.304
33 4.00049 1.58857 6.73 4.00049 1.41103 14.563
34 4.12358 1.63876 7.506 4.12358 1.3829 15.874
35 4.24667 1.74426 8.382 4.24667 1.40137 17.283
36 4.36977 1.82039 9.35 4.36977 1.3752 18.747
37 4.49286 1.89991 10.418 4.49286 1.4084 20.332
38 4.61595 1.74938 11.456 4.61595 1.42353 22.023
39 4.73904 1.56695 12.436 4.73904 1.39926 23.775
40 4.86213 1.4309 13.378 4.86213 1.42947 25.659
41 4.98523 1.41891 14.36 4.98523 1.40883 27.611
42 5.10832 1.37062 15.356 5.10832 1.41805 29.674
43 5.23141 1.17305 16.25 5.23141 1.45304 31.891
44 5.3545 1.19238 17.202 5.3545 1.36761 34.077
45 5.47759 1.05801 18.086 5.47759 1.34809 36.332
46 5.60069 1.19748 19.132 5.60069 1.31751 38.636
47 5.72378 1.11803 20.152 5.72378 1.3047 41.019
48 5.84687 1.1849 21.28 5.84687 1.24405 43.39
49 5.96996 1.26753 22.538 5.96996 1.26173 45.897
50 6.09305 1.21877 23.798 6.09305 1.262 48.509
51 6.21615 1.33083 25.23 6.21615 1.2023 51.099
52 6.33924 1.31003 26.696 6.33924 1.23507 53.866
53 6.46233 1.35347 28.27 6.46233 1.2413 56.756
54 6.58542 1.38946 29.948 6.58542 1.2491 59.776
55 6.70851 1.35011 31.64 6.70851 1.27224 62.968
56 6.83161 1.3573 33.404 6.83161 1.28061 66.3
57 6.9547 1.32156 35.184 6.9547 1.24718 69.663
58 7.07779 1.25305 36.932 7.07779 1.28188 73.243
59 7.20088 1.29923 38.808 7.20088 1.21491 76.755
60 7.32397 1.25726 40.686 7.32397 1.24263 80.471
61 7.44707 1.12151 42.418 7.44707 1.25494 84.351
62 7.57016 1.11917 44.204 7.57016 1.25296 88.354
63 7.69325 1.20499 46.19 7.69325 1.22531 92.397
64 7.81634 1.0827 48.032 7.81634 1.21932 96.55
65 7.93943 1.15307 50.056 7.93943 1.1468 100.58
66 8.06253 1.18553 52.202 8.06253 1.16917 104.817
67 8.18562 1.16837 54.382 8.18562 1.16131 109.155
68 8.30871 1.17874 56.648 8.30871 1.15002 113.581
69 8.4318 1.19307 59.01 8.4318 1.12477 118.039
70 8.55489 1.14525 61.344 8.55489 1.12891 122.645
71 8.67799 1.16926 63.796 8.67799 1.1538 127.489
72 8.80108 1.18407 66.35 8.80108 1.16042 132.5
73 8.92417 1.18951 68.988 8.92417 1.14102 137.566
74 9.04726 1.1442 71.596 9.04726 1.15489 142.836
75 9.17035 1.1376 74.26 9.17035 1.15118 148.233
76 9.29345 1.11515 76.942 9.29345 1.1321 153.684
77 9.41654 1.08538 79.622 9.41654 1.13871 159.313
78 9.53963 1.15778 82.556 9.53963 1.14243 165.109
79 9.66272 1.12001 85.468 9.66272 1.13733 171.029
80 9.78581 1.12576 88.47 9.78581 1.12239 177.021
81 9.90891 1.12137 91.536 9.90891 1.12281 183.167
82 10.032 1.08403 94.574 10.032 1.11307 189.412
83 10.1551 1.10806 97.756 10.1551 1.09982 195.735
84 10.2782 1.12995 101.08 10.2782 1.11354 202.293
85 10.4013 1.09871 104.39 10.4013 1.10508 208.958
86 10.5244 1.11791 107.838 10.5244 1.07484 215.595
87 10.6475 1.12072 111.376 10.6475 1.10757 222.595
88 10.7706 1.0971 114.92 10.7706 1.08534 229.614
89 10.8936 1.09606 118.542 10.8936 1.10327 236.913
90 11.0167 1.08353 122.204 11.0167 1.10181 244.368
91 11.1398 1.10139 126.01 11.1398 1.09914 251.972
92 11.2629 1.08141 129.83 11.2629 1.05714 259.448
93 11.386 1.09528 133.784 11.386 1.0773 267.234
94 11.5091 1.04812 137.65 11.5091 1.10435 275.389
95 11.6322 1.09134 141.762 11.6322 1.07872 283.526
96 11.7553 1.07536 145.9 11.7553 1.06676 291.744
97 11.8784 1.05217 150.034 11.8784 1.06955 300.157
98 12.0015 1.05414 154.262 12.0015 1.03764 308.489
99 12.1246 1.08463 158.702 12.1246 1.06414 317.21
100 12.2477 1.04091 163.05 12.2477 1.04741 325.969
10900 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.10518 0.014
14 1.66174 0 0 1.66174 1.2561 0.209
15 1.78483 0 0 1.78483 3.18848 0.78
16 1.90793 0 0 1.90793 2.43861 1.279
17 2.03102 0 0 2.03102 1.32401 1.586
18 2.15411 0 0 2.15411 0.49843 1.716
19 2.2772 0 0 2.2772 0.288194 1.8
20 2.40029 0 0 2.40029 0.176021 1.857
21 2.52339 0.458712 0.082 2.52339 0.229126 1.939
22 2.64648 4.22126 0.912 2.64648 0.307387 2.06
23 2.76957 5.97206 2.198 2.76957 0.705167 2.364
24 2.89266 3.72074 3.072 2.89266 1.48851 3.064
25 3.01575 1.69987 3.506 3.01575 2.25576 4.217
26 3.13885 0.795438 3.726 3.13885 2.5266 5.616
27 3.26194 0.749936 3.95 3.26194 2.47332 7.095
28 3.38503 0.783442 4.202 3.38503 2.12281 8.462
29 3.50812 0.966789 4.536 3.50812 1.76104 9.68
30 3.63121 1.10229 4.944 3.63121 1.68686 10.93
31 3.75431 1.16768 5.406 3.75431 1.47707 12.1
32 3.8774 1.37907 5.988 3.8774 1.37887 13.265
33 4.00049 1.55818 6.688 4.00049 1.30756 14.441
34 4.12358 1.72633 7.512 4.12358 1.3981 15.777
35 4.24667 1.67117 8.358 4.24667 1.48302 17.28
36 4.36977 1.8694 9.36 4.36977 1.40531 18.788
37 4.49286 1.72955 10.34 4.49286 1.36991 20.342
38 4.61595 1.62517 11.312 4.61595 1.3588 21.969
39 4.73904 1.70364 12.386 4.73904 1.42304 23.765
40 4.86213 1.42559 13.332 4.86213 1.40083 25.626
41 4.98523 1.51661 14.39 4.98523 1.42129 27.611
42 5.10832 1.34611 15.376 5.10832 1.39795 29.661
43 5.23141 1.08565 16.21 5.23141 1.41162 31.832
44 5.3545 1.25251 17.218 5.3545 1.36546 34.032
45 5.47759 1.12324 18.164 5.47759 1.35935 36.324
46 5.60069 1.16754 19.192 5.60069 1.33033 38.669
47 5.72378 1.08742 20.192 5.72378 1.29599 41.055
48 5.84687 1.1234 21.27 5.84687 1.26647 43.488
49 5.96996 1.18751 22.458 5.96996 1.21828 45.928
50 6.09305 1.31466 23.828 6.09305 1.22803 48.49
51 6.21615 1.28709 25.224 6.21615 1.17067 51.032
52 6.33924 1.32624 26.72 6.33924 1.25274 53.861
53 6.46233 1.3598 28.314 6.46233 1.26513 56.83
54 6.58542 1.35874 29.968 6.58542 1.22648 59.819
55 6.70851 1.38058 31.712 6.70851 1.2321 62.935
56 6.83161 1.31601 33.436 6.83161 1.26703 66.258
57 6.9547 1.32582 35.236 6.9547 1.27666 69.728
58 7.07779 1.25024 36.994 7.07779 1.24579 73.235
59 7.20088 1.18862 38.724 7.20088 1.25435 76.89
60 7.32397 1.21276 40.55 7.32397 1.24041 80.629
61 7.44707 1.19485 42.41 7.44707 1.24724 84.516
62 7.57016 1.16874 44.29 7.57016 1.24644 88.53
63 7.69325 1.12321 46.156 7.69325 1.18523 92.472
64 7.81634 1.1441 48.118 7.81634 1.19858 96.587
65 7.93943 1.17559 50.198 7.93943 1.16284 100.706
66 8.06253 1.19258 52.374 8.06253 1.15826 104.937
